1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75
11,0.62,0,0.17,0,0.92,0,0.38,0,0.4,0,0,0.12,0.61,0,0,0.21,0.76,0,0.69,0,0.93,0,0,0.28,0.98,0,0.48,0,0.16,0,0.68,0,0,0.77,0,0.35,0,0.38,0,0.19,0,0.85,0,0.62,0,0.19,0,0.73,0,0.71,0,0.41,0,0.31,0,0.17,0,0.65,0,0.72,0,0.33,0,0.87,0,0.01,0,0.71,0,0.12,0,0.0,0,0.08,0
12,0.6,0,0.64,0,0.19,0,0.64,0,0.63,0,0.63,0,0.49,0,0.39,0,0.85,0,0,0.89,0.59,0,0,0.89,0.84,0,0.26,0,0.7,0,0.88,0,0,0.72,0,0.35,0,0.07,0,0.73,0,0.14,0,0.17,0,0,0.3,0.38,0,0.26,0,0.24,0,0.24,0,0.89,0,0.61,0,0.58,0,0.12,0,0.18,0,0.76,0,0.58,0,0.33,0,0.6,0,0.5,0
13,0.43,0,0.41,0,0.05,0,0.08,0,0.61,0,0.2,0,0.94,0,0.87,0,0.37,0,0,0.58,0.24,0,0,0.96,0.47,0,0.64,0,0.74,0,0.61,0,0,0.61,0,0.34,0,0.65,0,0.77,0,0.37,0,0.48,0,0,0.54,0.23,0,0.02,0,0.55,0,0.08,0,0.47,0,0.1,0,0.9,0,0.49,0,0,0.83,0.1,0,0.62,0,0.22,0,0.64,0,0.27,0
14,0.34,0,0.92,0,1.0,0,0.35,0,0.82,0,0.56,0,0.62,0,0.96,0,0.76,0,0,0.26,0.36,0,0,0.11,0.65,0,0.43,0,0.42,0,0.3,0,0,0.53,0,0.51,0,0.49,0,0.25,0,0,0.02,0.13,0,0,0.91,0.23,0,0.29,0,0.53,0,0.59,0,0.18,0,0.59,0,0.88,0,0.86,0,0,0.54,0.14,0,0.59,0,0.79,0,0.81,0,0.02,0
15,0.46,0,0.04,0,0.0,0,0.28,0,0.31,0,0,0.35,0.31,0,0.36,0,0.83,0,0,0.43,0.31,0,0,0.52,0.53,0,0.54,0,0.47,0,0.0,0,0,0.01,0,0.81,0,0.89,0,0.7,0,0.48,0,0.08,0,0,0.33,0.79,0,0.64,0,0.41,0,0.02,0,0.94,0,0.5,0,0.81,0,0.22,0,0,0.27,0.25,0,0.12,0,0.68,0,0.29,0,0.36,0
16,0.69,0,0.6,0,0.73,0,0.54,0,0.16,0,0,0.16,0.91,0,0.36,0,0.96,0,0.39,0,0.56,0,0,0.09,0.01,0,0.66,0,0.65,0,0.68,0,0,0.84,0,0.19,0,0.85,0,0.39,0,0.39,0,0.39,0,0.07,0,0.13,0,0,0.26,0.76,0,0.61,0,0.6,0,0.21,0,0.37,0,0.43,0,0.47,0,0.21,0,0.09,0,0.86,0,0.84,0,0.31,0
17,0.85,0,0.11,0,0.03,0,0.59,0,0.89,0,0.17,0,0.63,0,0.19,0,0.85,0,0.62,0,0.0,0,0,0.59,0.69,0,0.83,0,0.48,0,0.05,0,0,0.38,0,0.07,0,0.84,0,0.09,0,0.77,0,0.44,0,0.82,0,0.48,0,0,0.06,0.7,0,0.54,0,0.45,0,0.11,0,0.75,0,0.58,0,0,0.87,1.0,0,0.64,0,0.33,0,0.06,0,0.33,0
18,0.34,0,0.31,0,0.46,0,0.37,0,0.37,0,0,0.04,0.29,0,0,0.15,0.23,0,0.25,0,0.74,0,0,0.54,0.32,0,0.63,0,0.81,0,0.63,0,0,0.99,0,0.7,0,0.67,0,0.42,0,0.31,0,0.53,0,0.87,0,0.62,0,0,0.96,1.0,0,0.68,0,0.72,0,0.44,0,0.32,0,0.28,0,0.71,0,0.69,0,0.36,0,0.32,0,0.53,0,0.89,0
19,0.47,0,0.71,0,0.74,0,0.33,0,0.48,0,0.26,0,0.77,0,0.13,0,0.67,0,0,0.79,0.11,0,0,0.89,0.16,0,0.22,0,0.32,0,0.84,0,0,0.97,0,0.65,0,0.61,0,0.94,0,0.95,0,0.68,0,0,0.09,0.9,0,0,0.21,0.45,0,0.28,0,0.82,0,0.38,0,0.17,0,0.8,0,0.04,0,0.75,0,0.44,0,0.19,0,0.46,0,0.65,0
20,0.14,0,0.85,0,0.53,0,0.81,0,0.31,0,0.84,0,0.73,0,0.11,0,0.67,0,0,0.43,0.26,0,0,0.6,0.68,0,0.51,0,0.89,0,0.73,0,0,0.37,0,0.24,0,0.71,0,0.03,0,0.64,0,0.73,0,0,0.5,0.01,0,0,0.01,0.68,0,0.55,0,0.89,0,0.9,0,0.63,0,0.6,0,0,0.86,0.28,0,0.65,0,0.71,0,0.1,0,0.66,0
21,0.19,0,0.35,0,0.49,0,0.36,0,0.84,0,0.75,0,0.78,0,0.13,0,0.46,0,0,0.65,0.84,0,0,0.33,0.42,0,0.98,0,0.64,0,0.92,0,0,0.76,0,0.16,0,0.94,0,0.26,0,0,0.85,0.32,0,0,0.5,0.37,0,0,0.51,0.71,0,0.21,0,0.07,0,0.59,0,0.51,0,0.81,0,0,0.72,0.05,0,0.94,0,0.06,0,0.57,0,0.91,0
22,0.37,0,0.89,0,0.31,0,0.23,0,0.69,0,0,0.87,0.37,0,0.12,0,0.11,0,0,0.8,0.12,0,0,0.1,0.5,0,0.33,0,0.33,0,0.98,0,0,0.93,0,0.92,0,0.22,0,0.16,0,0.36,0,0.45,0,0,0.82,0.45,0,0,0.84,0.45,0,0.66,0,0.83,0,0.3,0,0.29,0,0.75,0,0,0.29,0.96,0,0.22,0,0.66,0,0.46,0,0.06,0
23,0.43,0,0.53,0,0.2,0,0.72,0,0.38,0,0.29,0,0.75,0,0.41,0,0.32,0,0.48,0,0.53,0,0,0.77,0.43,0,0.77,0,0.46,0,0,0.85,0,0.12,0,0.21,0,0.16,0,0.01,0,0.6,0,0.98,0,0.25,0,0.69,0,0.45,0,0.13,0,0.96,0,0.74,0,0.45,0,0.04,0,0.33,0,0.27,0,0.78,0,0.02,0,0.57,0,0.07,0,0.95,0
24,0.83,0,0.13,0,0.23,0,0.51,0,0.29,0,0.23,0,0.64,0,0.8,0,0.49,0,0.53,0,0.3,0,0,0.63,0.06,0,0.38,0,0.93,0,0,0.67,0,0.33,0,0.17,0,0.93,0,0.1,0,0.05,0,0.33,0,0.76,0,0.59,0,0.72,0,0.19,0,0.42,0,0.55,0,0.51,0,0.52,0,0.27,0,0,0.6,0.68,0,0.33,0,0.59,0,0.56,0,0.21,0
25,0.02,0,0.23,0,0.89,0,0.23,0,0.56,0,0.92,0,0.15,0,0.98,0,0.12,0,0.21,0,0.27,0,0,0.45,0.57,0,0.91,0,0.62,0,0,0.83,0,0.86,0,0.99,0,0.84,0,0.12,0,0,0.54,0.72,0,0.91,0,0.38,0,0.99,0,0.68,0,0.22,0,0.4,0,0.85,0,0.11,0,0.31,0,0,0.58,0.96,0,0.53,0,0.82,0,0.26,0,0.26,0
26,0.42,0,0.6,0,0.96,0,0.1,0,0.78,0,0.7,0,0.54,0,0,0.95,0.7,0,0.85,0,0.05,0,0,0.55,0.3,0,0.75,0,0.11,0,0,0.78,0,0.01,0,0.81,0,0.74,0,0.32,0,0.65,0,0.62,0,0.61,0,0.16,0,0.86,0,0.21,0,0.86,0,0.57,0,0.69,0,0.78,0,0.27,0,0.35,0,0.25,0,0.53,0,0.05,0,0.29,0,0.35,0
27,0.41,0,0.11,0,0.5,0,0.76,0,0.43,0,0,0.27,0.54,0,0,0.05,0.48,0,0.14,0,0.25,0,0,0.93,0.7,0,0.76,0,0.16,0,0,0.62,0,0.39,0,0.69,0,0.27,0,0.11,0,0.1,0,0.63,0,0.73,0,0.56,0,0.91,0,0.95,0,0.6,0,0.01,0,0.81,0,0.62,0,0.25,0,0.35,0,0.61,0,0.57,0,0.5,0,0.59,0,0.06,0
28,0.65,0,0.05,0,0.09,0,0.29,0,0.9,0,0.77,0,0.09,0,0.95,0,0.59,0,0,1.0,0.04,0,0,0.59,0.2,0,0.62,0,0.18,0,0,0.08,0,0.53,0,0.39,0,0.93,0,0.83,0,0.75,0,0.24,0,0,0.83,0.1,0,0.84,0,0.76,0,0.19,0,0.46,0,0.55,0,0.22,0,0.12,0,0.85,0,0.68,0,0.61,0,0.47,0,0.69,0,0.36,0
29,0.79,0,0.21,0,0.24,0,0.31,0,0.71,0,0.96,0,0.49,0,0.16,0,0.27,0,0.13,0,0.47,0,0,0.78,0.55,0,0.25,0,0.04,0,0,0.75,0,0.61,0,0.68,0,0.41,0,0.78,0,0.16,0,0.41,0,0.92,0,0.01,0,0,0.18,0.66,0,0.33,0,0.04,0,0.25,0,0.36,0,0.35,0,0.64,0,0.21,0,0.82,0,0.75,0,0.5,0,0.43,0
30,0.04,0,0.87,0,0.16,0,0.66,0,0.07,0,0.09,0,0.34,0,0.93,0,0.4,0,0.55,0,0.25,0,0,0.55,0.59,0,0.52,0,0.08,0,0,0.33,0,0.68,0,0.98,0,0.77,0,0.74,0,0.79,0,0.89,0,0.72,0,0.54,0,0,0.29,0.18,0,0.66,0,0.65,0,0.53,0,0.73,0,0.59,0,0,0.68,0.68,0,0.74,0,0.7,0,0.32,0,0.5,0
31,0.13,0,0.55,0,0.45,0,0.13,0,0.98,0,0.11,0,0.4,0,0.66,0,0.66,0,0.16,0,0.23,0,0,0.45,0.84,0,0.65,0,0.73,0,0,0.71,0,0.67,0,0.46,0,0.59,0,0.02,0,0,0.41,0.25,0,0.54,0,0.08,0,0,0.41,0.39,0,0.27,0,0.07,0,0.53,0,0.71,0,0.26,0,0,0.61,0.28,0,0.59,0,0.21,0,0.99,0,0.36,0
32,0.64,0,0.92,0,0.92,0,0.47,0,0.97,0,0.07,0,0.21,0,0.76,0,0.95,0,0,0.72,0.91,0,0,0.01,0.21,0,0.46,0,0.38,0,0,1.0,0,0.43,0,0.31,0,0.39,0,0.47,0,0.07,0,0.95,0,0,0.95,0.54,0,0,0.3,0.91,0,0.34,0,0.84,0,0.81,0,0.67,0,0.41,0,0.1,0,0.97,0,0.19,0,0.3,0,1.0,0,0.42,0
33,0.63,0,0.83,0,0.44,0,0.8,0,0.32,0,0.65,0,0.47,0,0.15,0,0.22,0,0.72,0,0.87,0,0,0.52,0.47,0,0.09,0,0.96,0,0,0.97,0,0.55,0,0.81,0,0.76,0,0.67,0,0.03,0,0.46,0,0.97,0,0.73,0,0.13,0,0.22,0,0.09,0,0.36,0,0.95,0,0.26,0,0.03,0,0.48,0,0.29,0,0.1,0,0.17,0,0,0.6,0.43,0
34,0.98,0,0.18,0,0.92,0,0.07,0,0.18,0,0.08,0,0.42,0,0.18,0,0.28,0,0.06,0,0.6,0,0,0.22,0.31,0,0.74,0,0.08,0,0,0.65,0,0.02,0,0.75,0,0.22,0,0.68,0,0.51,0,0.51,0,0.63,0,0.69,0,0.01,0,0.14,0,0.09,0,0.7,0,0.55,0,0.08,0,0.36,0,0,0.74,0.28,0,0.02,0,0.86,0,0,0.2,0.43,0
35,0.11,0,0.79,0,0.99,0,0.78,0,0.39,0,0.84,0,0.65,0,0,0.7,0.07,0,0.84,0,0.61,0,0,0.89,0.31,0,0.93,0,0.08,0,0,0.6,0,0.19,0,0.68,0,0.37,0,0.5,0,0.81,0,0.57,0,0.45,0,0.66,0,0.45,0,0.85,0,0.7,0,0.91,0,0.22,0,0.26,0,0.82,0,0.44,0,0.87,0,0.21,0,0.15,0,0,0.56,0.55,0
36,0.41,0,0.16,0,0.36,0,0.71,0,0.66,0,0,0.81,0.54,0,0,0.36,0.16,0,0.02,0,1.0,0,0,0.05,0.99,0,0.49,0,0.5,0,0,0.92,0,0.97,0,0.47,0,0.62,0,0.56,0,0.02,0,0.83,0,0.31,0,0.34,0,0.48,0,0.31,0,0.53,0,0.73,0,0.26,0,0.13,0,0.71,0,0.15,0,0.38,0,0.93,0,0.92,0,0,0.19,0.59,0
37,0.12,0,0.38,0,0.7,0,0.01,0,0.74,0,0,0.94,0.06,0,0,0.38,0.93,0,0.04,0,0.99,0,0,0.87,0.69,0,0.3,0,0.69,0,0,0.11,0,0.7,0,0.66,0,0.49,0,0.44,0,0,0.19,0.28,0,0.66,0,0.54,0,0.0,0,0.96,0,0.55,0,0.08,0,0.07,0,0.88,0,0.24,0,0.62,0,0.62,0,0.47,0,0.15,0,0,0.08,0.62,0
38,0.49,0,0.35,0,0.52,0,0.19,0,0.11,0,0.11,0,0.48,0,0.39,0,0.83,0,0,0.68,0.09,0,0,0.5,0.11,0,0.42,0,0.16,0,0,0.6,0,0.11,0,0.99,0,0.34,0,0.62,0,0.18,0,0.79,0,0,0.55,0.56,0,0.16,0,0.62,0,0.63,0,0.14,0,0.21,0,0.78,0,0.7,0,0.38,0,0.65,0,0.22,0,0.88,0,0,0.46,0.96,0
39,0.66,0,0.23,0,0.16,0,0.41,0,0.48,0,0.63,0,0.01,0,0.9,0,0.9,0,0.35,0,0.4,0,0,0.1,0.93,0,0.07,0,0.25,0,0,1.0,0,0.67,0,0.98,0,0.1,0,0.17,0,0.25,0,0.88,0,0.93,0,0.61,0,0,0.8,0.73,0,0.91,0,0.98,0,0.64,0,0.22,0,0.77,0,0,0.99,0.27,0,0.56,0,0.38,0,0,0.62,0.69,0
40,0.09,0,0.21,0,0.94,0,0.98,0,0.7,0,0.69,0,0.01,0,0.3,0,0.6,0,0,0.85,0.89,0,0,0.07,0.26,0,0.29,0,0.43,0,0,0.7,0,0.89,0,0.08,0,0.32,0,0.12,0,0.78,0,0.99,0,0,0.75,0.0,0,0,0.39,0.31,0,0.06,0,0.55,0,0.3,0,0.57,0,0.74,0,1.0,0,0.56,0,0.88,0,0.54,0,0,0.15,0.05,0
41,0.35,0,0,0.04,0.88,0,0.95,0,0.82,0,0.62,0,0.92,0,0.46,0,0.69,0,0.96,0,0.55,0,0,0.35,0.59,0,0.46,0,0.4,0,0.49,0,0,0.0,0,0.23,0,0.63,0,0.87,0,0.55,0,0.13,0,0.22,0,0.03,0,0.06,0,0.85,0,0.57,0,0.15,0,0.03,0,0.08,0,0.05,0,0,0.27,0.81,0,0.4,0,0.99,0,0.4,0,0.33,0
42,0.06,0,0,0.14,0.84,0,0.27,0,0.2,0,0.01,0,0.91,0,0.79,0,0.54,0,0.39,0,0.66,0,0,0.67,0.39,0,0.68,0,0.29,0,0.94,0,0,0.23,0,0.83,0,0.28,0,0.64,0,0.52,0,0.42,0,0.65,0,0.59,0,0,0.57,0.27,0,0.83,0,0.34,0,0.46,0,0.27,0,0.89,0,0.62,0,0.64,0,0.9,0,0.91,0,0.47,0,0.72,0
43,0.93,0,0,0.49,0.06,0,0.84,0,0.48,0,0.69,0,0.76,0,0.93,0,0.13,0,0.91,0,0.02,0,0,0.49,0.03,0,0.83,0,0.54,0,0.18,0,0,0.88,0,0.81,0,0.39,0,0.05,0,0.95,0,0.84,0,0.56,0,0.68,0,0,0.69,0.89,0,0.76,0,0.5,0,0.65,0,0.42,0,0.41,0,0,0.47,0.12,0,0.09,0,0.62,0,0.01,0,0.53,0
44,0.74,0,0,0.96,0.19,0,0.46,0,0.6,0,0.08,0,0.42,0,0.9,0,0.04,0,0.43,0,0.83,0,0,0.37,0.26,0,0.36,0,0.13,0,0.55,0,0,0.08,0,0.06,0,0.19,0,0.69,0,0.94,0,0.19,0,0.79,0,0.22,0,0,0.14,0.42,0,0.67,0,0.54,0,0.12,0,0.11,0,0,0.61,0.89,0,0.58,0,0.77,0,0.26,0,0.12,0,0.85,0
45,0.55,0,0,0.44,0.16,0,0.84,0,0.79,0,0,0.51,0.5,0,0,0.25,0.84,0,0.83,0,0.35,0,0,0.75,0.3,0,0.1,0,0.93,0,0.16,0,0,0.65,0,0.48,0,0.49,0,0.36,0,0,0.71,0.96,0,0.53,0,0.63,0,0,0.72,0.05,0,0.76,0,0.07,0,0.87,0,0.22,0,0.51,0,0.49,0,0.31,0,0.77,0,0.74,0,0.99,0,0.37,0
46,0.2,0,0,0.28,0.9,0,0.48,0,0.11,0,0.69,0,0.9,0,0.3,0,0.7,0,0.34,0,0.62,0,0,0.83,0.91,0,0.91,0,0.35,0,0.71,0,0,0.01,0,0.29,0,0.16,0,0.92,0,0.48,0,0.99,0,0.33,0,0.76,0,0.87,0,0.27,0,0.5,0,0.79,0,0.82,0,0.42,0,0.09,0,0,0.07,0.8,0,0.08,0,0.3,0,0,0.14,0.68,0
47,0.53,0,0,0.22,0.64,0,0.12,0,0.43,0,0.06,0,0.57,0,0.47,0,0.78,0,0.14,0,0.47,0,0,0.78,0.93,0,0.05,0,0.41,0,0.3,0,0,0.67,0,0.63,0,0.44,0,0.03,0,0.11,0,0.37,0,0.17,0,0.25,0,0,0.32,0.26,0,0.74,0,0.49,0,0.46,0,0.08,0,0.2,0,0.9,0,0.92,0,0.09,0,0.95,0,0,0.45,0.72,0
48,0.18,0,0,0.02,0.02,0,0.15,0,0.46,0,0.14,0,0.17,0,0.44,0,0.88,0,0.64,0,0.6,0,0,0.58,0.98,0,0.81,0,0.88,0,0.25,0,0,0.63,0,0.52,0,0.87,0,0.63,0,0,0.76,0.46,0,0.21,0,0.82,0,0,0.36,0.74,0,0.61,0,0.9,0,0.68,0,0.37,0,0.36,0,0.05,0,0.6,0,0.31,0,0.6,0,0,0.33,0.03,0
49,0.36,0,0,0.51,0.22,0,0.55,0,0.77,0,0.76,0,0.86,0,0.09,0,0.95,0,0.8,0,0.71,0,0,0.16,0.81,0,0.24,0,0.75,0,0.62,0,0,0.08,0,0.96,0,0.68,0,0.19,0,0.65,0,0.87,0,0.25,0,0.11,0,0,0.99,0.28,0,0.71,0,0.84,0,0.45,0,0.47,0,0.81,0,0,0.69,0.22,0,0.68,0,0.84,0,0,0.71,0.45,0
50,0.95,0,0,0.11,0.52,0,0.43,0,0.4,0,0.74,0,0.75,0,0.23,0,0.01,0,0.6,0,0.28,0,0,0.72,0.31,0,0.67,0,0.54,0,0,0,0.67,0.99,0,0.96,0,0.23,0,0.84,0,0.44,0,0.68,0,0.52,0,0.37,0,0.57,0,0.58,0,0.51,0,0.3,0,0.66,0,0.28,0,0.08,0,0.64,0,0.05,0,0.57,0,0.02,0,0.55,0,0.51,0
51,0.31,0,0,0.31,0.16,0,0.56,0,0.84,0,0.26,0,0.37,0,0.21,0,0.15,0,0.75,0,0.62,0,0,0.93,0.46,0,0.95,0,0.2,0,0,0.47,0,0.43,0,0.33,0,0.96,0,0.91,0,0.92,0,0.17,0,0.26,0,0.84,0,0.95,0,0.59,0,0.25,0,0.25,0,0.3,0,0.98,0,0.1,0,0,0.86,0.44,0,0.12,0,0.03,0,0.9,0,0.62,0
52,0.9,0,0,0.99,0.19,0,0.5,0,0.68,0,0.17,0,0.33,0,0,0.58,0.68,0,0.18,0,0.42,0,0,0.38,0.36,0,0.77,0,0.68,0,0,0,0.44,0.78,0,0.16,0,0.75,0,0.41,0,0.86,0,0.05,0,0.79,0,0.75,0,0.29,0,0.59,0,0.41,0,0.23,0,0.26,0,0.8,0,0.03,0,0.1,0,0.77,0,0.39,0,0.58,0,0.14,0,0.71,0
53,0.28,0,0,0.81,0.78,0,0.83,0,0.99,0,0.28,0,0.81,0,0.11,0,0.2,0,0.51,0,0.59,0,0,0.19,0.81,0,0.7,0,0.28,0,0,0.58,0,0.95,0,0.3,0,0.21,0,0.0,0,0.61,0,0.43,0,0.13,0,0.87,0,0,0.26,0.73,0,0.04,0,0.6,0,0.02,0,0.55,0,0.82,0,0.39,0,0.59,0,0.87,0,0.54,0,0.49,0,0.43,0
54,0.95,0,0,0.0,0.62,0,0.2,0,0.26,0,0.38,0,0.3,0,0.46,0,0.58,0,0.02,0,0.8,0,0,0.82,0.05,0,0.58,0,0.7,0,0,0.2,0,0.04,0,0.62,0,0.81,0,0.93,0,0.61,0,0.78,0,0.34,0,0.92,0,0,0.37,0.88,0,0.87,0,0.45,0,0.3,0,0.55,0,0.86,0,0,0.84,0.27,0,0.82,0,0.24,0,0.77,0,0.06,0
55,0.26,0,0,0.57,0.75,0,0.79,0,0.42,0,0.09,0,0.82,0,0,0.28,0.58,0,0.99,0,0.19,0,0,0.05,0.4,0,0.61,0,0.29,0,0,0.85,0,0.96,0,0.67,0,0.66,0,0.33,0,0.94,0,0.7,0,0.85,0,0.59,0,0,0.81,0.85,0,0.78,0,0.07,0,0.95,0,0.86,0,0.27,0,0.39,0,0.54,0,0.22,0,0.61,0,0.15,0,0.03,0
56,0.5,0,0,0.33,0.39,0,0.13,0,0.77,0,0.67,0,0.93,0,0.24,0,0.79,0,0.86,0,0.24,0,0,0.56,0.11,0,0.86,0,0.31,0,0,0,0.71,0.97,0,0.94,0,0.72,0,0.23,0,0.02,0,0.32,0,0.36,0,0.29,0,0.67,0,0.31,0,0.02,0,0.62,0,0.57,0,0.42,0,0.53,0,0.88,0,0.71,0,0.51,0,0.1,0,0,0.46,0.11,0
57,0.67,0,0,0.91,0.91,0,1.0,0,0.36,0,0.29,0,0.28,0,0.61,0,0.42,0,0.32,0,0.19,0,0,0.56,0.86,0,0.25,0,0.98,0,0,0.07,0,0.81,0,1.0,0,0.35,0,0.44,0,0.06,0,0.28,0,0.43,0,0.96,0,0,0.1,0.4,0,0.51,0,0.69,0,0.34,0,0.0,0,0.96,0,0.04,0,0.15,0,0.41,0,0.49,0,0,0.48,0.5,0
58,0.86,0,0,0.15,0.23,0,0.13,0,0.88,0,0.36,0,0.19,0,0.63,0,0.99,0,0.14,0,0.49,0,0,0.37,0.67,0,0.19,0,0.42,0,0,0,0.9,0.68,0,0.57,0,0.04,0,0.36,0,0.19,0,0.89,0,0.96,0,0.97,0,0,0.14,0.49,0,0.67,0,0.64,0,0.64,0,0.63,0,0.6,0,0.25,0,0.99,0,0.43,0,0.25,0,0,0.21,0.9,0
59,0.89,0,0.21,0,0.5,0,0.37,0,0.93,0,0.47,0,0.52,0,0.91,0,0.62,0,0.44,0,0.5,0,0.69,0,0.19,0,0.2,0,0.3,0,0.68,0,0,0.04,0,0.78,0,0,0.65,0.73,0,0.05,0,0.25,0,0.68,0,0.37,0,0.85,0,0.96,0,0.04,0,0.36,0,0.51,0,0.29,0,0.51,0,0.59,0,0.05,0,0.04,0,0.67,0,0.85,0,0.52,0
60,0.22,0,0.52,0,0.67,0,0.72,0,0.33,0,0.73,0,0.34,0,0.65,0,0.55,0,0.71,0,0.14,0,0.71,0,0.41,0,0.57,0,0.03,0,0.62,0,0,0.08,0,0.85,0,0,0.66,0.28,0,0.8,0,0.68,0,0.8,0,0.25,0,0.79,0,0.84,0,0.1,0,0.48,0,0.61,0,0.19,0,0.22,0,0.86,0,0.7,0,0.57,0,0,0.08,0.45,0,0.68,0
