1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75
14 0.53 0 0.13 0 0.97 0 0.93 0 0.09 0 0.97 0 0.94 0 0.81 0 0.18 0 0 0.2 0.08 0 0 0.68 0.19 0 0.31 0 0.76 0 0.17 0 0 0.67 0 0.25 0 0.7 0 0.98 0 0 0.42 0.4 0 0 0.62 0.39 0 0.92 0 0.36 0 0.18 0 0.05 0 0.08 0 0.22 0 0.95 0 0 0.1 0.58 0 0.85 0 0.75 0 0.41 0 0.12 0
15 0.75 0 0.99 0 0.24 0 0.19 0 0.04 0 0 0.36 0.85 0 0.01 0 0.7 0 0 0.21 0.26 0 0 0.79 0.91 0 0.65 0 0.86 0 0.42 0 0 0.81 0 0.83 0 0.1 0 0.54 0 0.63 0 0.24 0 0 0.64 0.71 0 0.71 0 0.43 0 0.98 0 0.26 0 0.87 0 0.71 0 0.2 0 0 0.77 0.32 0 0.94 0 0.41 0 0.61 0 0.98 0
16 0.78 0 0.87 0 0.79 0 0.2 0 0.1 0 0 0.12 0.18 0 0.14 0 0.53 0 0.06 0 0.59 0 0 0.68 0.77 0 0.6 0 0.49 0 0.02 0 0 0.48 0 0.77 0 0.82 0 0.57 0 0.23 0 0.68 0 0.63 0 0.72 0 0 0.17 0.14 0 0.8 0 0.48 0 0.24 0 0.18 0 0.53 0 0.28 0 0.39 0 0.99 0 0.72 0 0.89 0 0.96 0
17 0.36 0 0.01 0 0.02 0 0.97 0 0.75 0 0.65 0 0.97 0 0.05 0 0.64 0 0.48 0 0.23 0 0 0.63 0.3 0 0.78 0 0.93 0 0.6 0 0 0.04 0 0.1 0 0.63 0 0.13 0 0.21 0 0.37 0 0.81 0 0.76 0 0 0.36 0.23 0 0.34 0 0.9 0 0.28 0 0.16 0 0.24 0 0 0.07 0.42 0 0.81 0 0.5 0 0.38 0 0.7 0
18 0.15 0 0.14 0 0.16 0 0.99 0 0.88 0 0 0.31 0.25 0 0 0.23 0.25 0 0.03 0 0.01 0 0 0.01 0.71 0 0.6 0 0.8 0 0.17 0 0 0.24 0 0.89 0 0.63 0 0.67 0 0.66 0 0.85 0 0.21 0 0.53 0 0 0.02 0.91 0 0.02 0 0.22 0 0.74 0 0.77 0 0.85 0 0.0 0 0.5 0 0.75 0 0.75 0 0.67 0 0.82 0
19 0.73 0 0.86 0 0.34 0 0.41 0 0.36 0 0.57 0 0.01 0 0.32 0 0.71 0 0 0.4 0.82 0 0 0.27 0.23 0 0.13 0 0.88 0 0.59 0 0 0.78 0 0.12 0 0.94 0 0.54 0 0.31 0 0.12 0 0 0.94 0.94 0 0 0.71 0.27 0 0.49 0 0.03 0 0.62 0 0.81 0 0.96 0 0.97 0 0.1 0 0.12 0 0.92 0 0.93 0 0.09 0
20 0.32 0 0.19 0 0.79 0 0.3 0 0.96 0 0.9 0 0.79 0 0.49 0 0.41 0 0 0.26 0.23 0 0 0.33 0.88 0 0.01 0 0.44 0 0.33 0 0 0.72 0 0.58 0 0.42 0 0.54 0 0.88 0 0.84 0 0 0.83 0.98 0 0 0.5 0.28 0 0.16 0 0.71 0 0.4 0 0.09 0 0.62 0 0 0.98 0.16 0 0.69 0 0.17 0 0.32 0 0.02 0
21 0.17 0 0.83 0 0.58 0 0.98 0 0.34 0 0.03 0 0.58 0 0.57 0 0.54 0 0 0.49 0.32 0 0 0.45 0.73 0 0.45 0 0.97 0 0.44 0 0 0.39 0 0.35 0 0.66 0 0.58 0 0 0.69 0.07 0 0 0.76 0.67 0 0 0.23 0.32 0 0.77 0 0.55 0 0.54 0 0.36 0 0.13 0 0 0.79 0.68 0 0.95 0 0.86 0 0.76 0 0.9 0
22 0.68 0 0.26 0 0.94 0 0.23 0 0.15 0 0 0.45 0.19 0 0.21 0 0.81 0 0 0.69 0.45 0 0 0.9 0.17 0 0.31 0 0.26 0 0.14 0 0 0.4 0 0.53 0 0.18 0 0.26 0 0.02 0 0.76 0 0 0.13 0.65 0 0 0.97 0.61 0 0.39 0 0.43 0 0.45 0 0.54 0 0.0 0 0 0.18 0.66 0 0.25 0 0.75 0 0.79 0 0.34 0
23 0.63 0 0.79 0 0.41 0 0.03 0 0.77 0 0.46 0 0.75 0 0.2 0 0.04 0 0.06 0 0.65 0 0 0.26 0.21 0 0.41 0 0.96 0 0 0.49 0 0.42 0 0.87 0 0.65 0 0.13 0 0.0 0 0.55 0 0.28 0 0.3 0 0.33 0 0.04 0 0.45 0 0.68 0 0.75 0 0.4 0 0.24 0 0.99 0 0.85 0 0.85 0 0.57 0 0.93 0 0.82 0
24 0.44 0 0.16 0 0.56 0 0.94 0 0.2 0 0.75 0 0.8 0 0.07 0 0.08 0 0.27 0 0.08 0 0 0.93 0.74 0 0.5 0 0.08 0 0 0.94 0 0.43 0 0.28 0 0.55 0 0.46 0 0.56 0 0.17 0 0.41 0 0.36 0 0.5 0 0.61 0 0.07 0 0.42 0 0.62 0 0.31 0 0.34 0 0 0.5 0.85 0 0.58 0 0.97 0 0.9 0 0.4 0
25 0.61 0 0.47 0 0.04 0 0.89 0 0.03 0 0.87 0 0.85 0 0.6 0 0.5 0 0.88 0 0.01 0 0 0.91 0.29 0 0.36 0 0.35 0 0 0.88 0 0.09 0 0.12 0 0.86 0 0.27 0 0 0.04 0.59 0 0.23 0 0.3 0 0.64 0 0.17 0 0.23 0 0.03 0 0.11 0 0.7 0 0.46 0 0 0.31 0.55 0 0.64 0 0.54 0 0.95 0 0.59 0
26 0.51 0 0.81 0 0.6 0 0.61 0 0.09 0 0.98 0 0.56 0 0 0.58 0.28 0 0.19 0 0.04 0 0 0.08 0.7 0 0.03 0 0.47 0 0 0.77 0 0.79 0 0.99 0 0.44 0 0.48 0 0.93 0 0.38 0 0.58 0 0.28 0 0.47 0 0.05 0 0.76 0 0.15 0 0.18 0 0.23 0 0.65 0 0.85 0 0.96 0 0.28 0 0.03 0 0.43 0 0.56 0
27 0.49 0 0.75 0 0.58 0 0.16 0 0.93 0 0 0.51 0.04 0 0 0.94 0.08 0 0.1 0 0.38 0 0 0.45 0.05 0 0.5 0 0.51 0 0 0.7 0 0.4 0 0.99 0 0.03 0 0.0 0 0.13 0 0.87 0 0.16 0 0.56 0 0.37 0 0.78 0 0.48 0 0.71 0 0.21 0 0.96 0 0.95 0 0.87 0 0.84 0 0.34 0 0.07 0 0.92 0 0.33 0
28 0.61 0 0.45 0 0.3 0 0.12 0 0.91 0 0.33 0 0.98 0 0.27 0 0.39 0 0 0.89 0.15 0 0 0.23 0.5 0 0.16 0 0.58 0 0 0.21 0 0.03 0 0.53 0 0.75 0 0.44 0 0.64 0 0.05 0 0 0.37 0.3 0 0.42 0 0.17 0 0.92 0 0.48 0 0.2 0 0.35 0 0.48 0 0.59 0 0.16 0 0.37 0 0.7 0 0.98 0 0.54 0
29 0.99 0 0.78 0 0.34 0 0.85 0 0.36 0 0.59 0 0.88 0 0.38 0 1.0 0 0.73 0 0.48 0 0 0.85 0.75 0 0.65 0 0.92 0 0 0.72 0 0.3 0 0.75 0 0.78 0 0.32 0 0.14 0 0.29 0 0.11 0 0.92 0 0 0.63 0.98 0 0.64 0 0.47 0 0.48 0 0.35 0 0.2 0 0.81 0 0.41 0 0.26 0 0.21 0 0.15 0 0.32 0
30 0.94 0 0.79 0 0.99 0 0.31 0 0.2 0 0.38 0 0.4 0 0.66 0 0.65 0 0.94 0 0.58 0 0 0.96 0.24 0 0.54 0 0.41 0 0 0.22 0 0.67 0 0.45 0 0.03 0 0.86 0 0.65 0 0.68 0 0.89 0 0.42 0 0 0.07 0.51 0 0.87 0 0.01 0 0.67 0 0.48 0 0.19 0 0 0.24 0.89 0 0.88 0 0.15 0 0.54 0 0.04 0
31 0.51 0 0.43 0 0.12 0 0.85 0 0.82 0 0.86 0 0.26 0 0.87 0 0.65 0 0.39 0 0.29 0 0 0.93 0.56 0 0.6 0 0.85 0 0 0.51 0 0.17 0 0.33 0 0.27 0 0.78 0 0 0.77 0.1 0 0.79 0 0.77 0 0 0.12 0.21 0 0.15 0 0.93 0 0.41 0 0.96 0 0.13 0 0 0.6 0.86 0 0.93 0 0.27 0 0.5 0 0.13 0
32 0.04 0 0.56 0 0.1 0 0.42 0 0.29 0 0.92 0 0.97 0 0.25 0 0.57 0 0 0.55 0.65 0 0 0.7 0.83 0 0.34 0 0.32 0 0 0.61 0 0.57 0 0.67 0 0.34 0 0.78 0 0.89 0 0.01 0 0 0.69 0.98 0 0 0.41 0.96 0 0.01 0 0.88 0 0.47 0 0.67 0 0.86 0 0.41 0 0.57 0 0.21 0 0.31 0 0.99 0 0.26 0
33 0.99 0 0.39 0 0.99 0 0.62 0 0.57 0 0.74 0 0.34 0 0.38 0 0.35 0 0.87 0 0.91 0 0 0.1 0.09 0 0.84 0 0.42 0 0 0.15 0 0.77 0 0.83 0 0.55 0 0.68 0 0.59 0 0.72 0 0.39 0 0.4 0 0.9 0 0.74 0 0.36 0 0.69 0 0.84 0 0.96 0 0.39 0 0.46 0 0.19 0 0.35 0 0.48 0 0 0.46 0.35 0
34 0.33 0 0.02 0 0.25 0 0.76 0 0.8 0 0.99 0 0.31 0 0.06 0 0.51 0 0.52 0 0.06 0 0 0.75 0.77 0 0.51 0 0.1 0 0 0.23 0 0.62 0 0.89 0 0.84 0 0.96 0 0.13 0 0.52 0 0.24 0 0.46 0 0.67 0 0.24 0 0.79 0 0.01 0 0.02 0 0.09 0 0.94 0 0 0.31 0.18 0 0.91 0 0.27 0 0 0.04 0.91 0
35 0.82 0 0.43 0 0.62 0 0.87 0 0.3 0 0.95 0 0.88 0 0 0.25 0.74 0 0.09 0 0.4 0 0 0.98 0.43 0 0.85 0 0.98 0 0 0.44 0 0.45 0 0.42 0 0.86 0 0.96 0 0.98 0 0.81 0 0.18 0 0.79 0 0.55 0 0.04 0 0.82 0 0.56 0 0.8 0 0.64 0 0.64 0 0.01 0 0.21 0 0.34 0 0.83 0 0 0.98 0.5 0
36 0.05 0 0.91 0 0.07 0 0.79 0 0.39 0 0 0.09 0.21 0 0 0.08 0.8 0 0.55 0 0.23 0 0 0.76 0.85 0 0.89 0 0.28 0 0 0.41 0 0.27 0 0.71 0 0.17 0 0.9 0 0.77 0 0.84 0 0.36 0 0.03 0 0.34 0 0.54 0 0.45 0 0.16 0 0.83 0 0.88 0 0.26 0 0.44 0 0.45 0 0.23 0 0.77 0 0 0.2 0.7 0
37 0.29 0 0.91 0 0.58 0 0.59 0 0.44 0 0 0.64 0.12 0 0 0.27 0.9 0 0.7 0 0.97 0 0 0.51 0.17 0 0.91 0 0.26 0 0 0.45 0 0.76 0 0.97 0 0.03 0 0.7 0 0 0.85 0.31 0 0.17 0 0.72 0 0.28 0 0.97 0 0.87 0 0.11 0 0.12 0 0.55 0 0.09 0 0.31 0 0.55 0 0.17 0 0.41 0 0 0.2 0.22 0
38 0.53 0 0.07 0 0.07 0 0.51 0 0.42 0 0.15 0 0.9 0 0.76 0 0.78 0 0 0.99 0.84 0 0 0.99 0.66 0 0.25 0 0.5 0 0 0.73 0 0.67 0 0.04 0 0.21 0 0.48 0 0.82 0 0.17 0 0 0.15 0.62 0 0.61 0 0.84 0 0.62 0 0.05 0 0.78 0 0.38 0 0.07 0 0.52 0 0.92 0 0.88 0 0.26 0 0 0.18 0.04 0
39 0.44 0 0.17 0 0.52 0 0.23 0 0.13 0 0.34 0 0.77 0 0.6 0 0.23 0 0.12 0 0.29 0 0 0.87 0.43 0 0.28 0 0.31 0 0 0.95 0 0.36 0 0.35 0 0.79 0 0.91 0 0.85 0 0.23 0 0.54 0 0.26 0 0 0.73 0.4 0 0.16 0 0.57 0 0.54 0 0.01 0 0.91 0 0 0.62 0.9 0 0.6 0 0.4 0 0 0.74 0.06 0
40 0.32 0 0.89 0 0.85 0 0.34 0 0.65 0 0.68 0 0.14 0 0.82 0 0.4 0 0 0.39 0.95 0 0 0.17 0.07 0 0.55 0 0.54 0 0 0.68 0 0.71 0 0.8 0 0.25 0 0.91 0 0.67 0 0.71 0 0 0.57 0.11 0 0 0.75 0.71 0 0.29 0 0.91 0 0.59 0 0.23 0 0.2 0 0.72 0 0.96 0 0.63 0 0.73 0 0 0.9 0.94 0
41 0.5 0 0 0.38 0.05 0 0.69 0 0.71 0 0.12 0 0.31 0 0.57 0 0.05 0 0.96 0 0.35 0 0 0.14 0.0 0 0.87 0 0.67 0 0.05 0 0 0.03 0 0.12 0 0.68 0 0.19 0 0.53 0 0.11 0 0.56 0 0.95 0 0.15 0 0.81 0 0.66 0 0.49 0 0.6 0 0.11 0 0.4 0 0 0.18 0.42 0 0.54 0 0.44 0 0.25 0 0.78 0
42 0.65 0 0 0.74 0.65 0 0.82 0 0.77 0 0.34 0 0.95 0 0.17 0 0.15 0 0.06 0 1.0 0 0 0.15 0.72 0 0.57 0 0.58 0 0.58 0 0 0.46 0 0.27 0 0.27 0 0.02 0 0.89 0 0.59 0 0.72 0 0.68 0 0 0.83 0.84 0 0.79 0 0.48 0 0.54 0 0.93 0 0.02 0 0.75 0 0.08 0 0.48 0 0.25 0 0.97 0 0.95 0
43 0.78 0 0 0.85 0.9 0 0.44 0 0.23 0 0.6 0 0.2 0 0.55 0 0.61 0 0.32 0 0.76 0 0 0.43 0.69 0 0.76 0 0.8 0 0.05 0 0 0.94 0 0.46 0 0.06 0 0.66 0 0.51 0 0.06 0 0.41 0 0.85 0 0 0.08 0.88 0 0.34 0 0.05 0 0.59 0 0.22 0 0.56 0 0 0.66 0.45 0 0.06 0 0.37 0 0.5 0 0.75 0
44 0.92 0 0 0.38 0.2 0 0.08 0 0.96 0 0.99 0 0.03 0 0.36 0 0.65 0 0.18 0 0.01 0 0 0.48 0.11 0 0.1 0 0.29 0 0.16 0 0 0.77 0 0.49 0 0.44 0 0.07 0 0.91 0 0.69 0 0.07 0 0.59 0 0 0.26 0.82 0 0.93 0 0.3 0 0.77 0 0.26 0 0 0.12 0.33 0 0.93 0 0.07 0 0.78 0 0.28 0 0.42 0
45 0.93 0 0 0.03 0.02 0 0.29 0 0.39 0 0 0.84 0.79 0 0 0.73 0.95 0 0.73 0 0.73 0 0 0.0 0.23 0 0.51 0 0.54 0 0.01 0 0 0.63 0 0.08 0 0.04 0 0.36 0 0 0.72 0.23 0 0.12 0 0.03 0 0 0.98 0.89 0 0.32 0 0.35 0 0.14 0 0.89 0 0.1 0 0.92 0 0.07 0 0.94 0 0.59 0 0.13 0 0.92 0
46 0.43 0 0 0.22 0.17 0 0.1 0 0.21 0 0.29 0 0.09 0 0.75 0 0.1 0 0.93 0 0.05 0 0 0.83 0.18 0 0.68 0 0.73 0 0.01 0 0 0.39 0 0.1 0 0.41 0 0.77 0 0.13 0 0.32 0 0.79 0 0.58 0 0.9 0 0.66 0 0.97 0 0.09 0 0.06 0 0.7 0 0.01 0 0 0.34 0.12 0 0.29 0 0.68 0 0 0.77 0.96 0
47 0.33 0 0 0.62 0.8 0 0.08 0 0.3 0 0.16 0 0.57 0 0.53 0 0.52 0 0.1 0 0.04 0 0 0.17 0.95 0 0.71 0 0.99 0 0.57 0 0 0.17 0 0.85 0 0.91 0 0.38 0 0.94 0 0.11 0 0.56 0 0.58 0 0 0.07 0.43 0 0.18 0 0.96 0 0.06 0 0.33 0 0.69 0 0.68 0 0.59 0 0.83 0 0.9 0 0 0.59 0.26 0
48 0.3 0 0 0.91 0.07 0 0.63 0 0.67 0 0.77 0 0.65 0 0.51 0 0.32 0 1.0 0 0.69 0 0 0.26 0.74 0 0.22 0 0.91 0 0.37 0 0 0.67 0 0.63 0 0.57 0 0.46 0 0 0.84 0.38 0 0.9 0 0.87 0 0 0.61 0.97 0 0.77 0 0.95 0 0.29 0 0.12 0 0.62 0 0.56 0 0.29 0 0.24 0 0.39 0 0 0.29 0.7 0
49 0.07 0 0 0.43 0.32 0 0.33 0 0.76 0 0.12 0 0.52 0 0.67 0 0.57 0 0.39 0 0.4 0 0 0.12 0.01 0 0.36 0 0.43 0 0.5 0 0 0.51 0 0.83 0 1.0 0 0.33 0 0.95 0 0.34 0 0.22 0 0.75 0 0 0.04 0.43 0 0.97 0 0.98 0 0.06 0 0.5 0 0.8 0 0 0.29 0.45 0 0.95 0 0.82 0 0 0.85 0.42 0
50 0.11 0 0 0.91 0.86 0 0.36 0 0.28 0 0.33 0 0.77 0 0.88 0 0.9 0 0.87 0 0.47 0 0 0.43 0.67 0 0.87 0 0.45 0 0 0 0.06 0.15 0 0.53 0 0.93 0 0.5 0 0.0 0 0.66 0 0.0 0 0.07 0 0.09 0 0.55 0 0.54 0 0.46 0 0.23 0 0.74 0 0.32 0 0.77 0 0.72 0 0.06 0 0.33 0 0.31 0 0.94 0
51 0.33 0 0 0.92 0.24 0 0.18 0 0.84 0 0.94 0 0.05 0 0.1 0 0.76 0 0.28 0 0.4 0 0 0.62 0.27 0 0.69 0 0.51 0 0 0.85 0 0.2 0 0.24 0 0.97 0 0.02 0 0.93 0 0.31 0 0.67 0 0.44 0 0.48 0 0.09 0 0.4 0 0.43 0 0.42 0 0.09 0 0.34 0 0 0.89 0.5 0 0.02 0 0.79 0 0.43 0 0.01 0
52 0.34 0 0 0.91 0.65 0 0.78 0 0.24 0 0.69 0 0.12 0 0 0.72 0.07 0 0.44 0 0.81 0 0 0.93 0.44 0 0.69 0 0.04 0 0 0 0.6 0.24 0 0.15 0 0.54 0 0.37 0 0.07 0 0.29 0 0.89 0 0.38 0 0.72 0 0.53 0 0.98 0 0.69 0 0.73 0 0.1 0 0.53 0 0.32 0 0.47 0 0.52 0 0.2 0 0.24 0 0.66 0
53 0.53 0 0 0.42 0.7 0 0.06 0 0.27 0 0.49 0 0.98 0 0.73 0 0.51 0 0.99 0 0.85 0 0 0.23 0.21 0 0.41 0 0.13 0 0 0.39 0 0.77 0 0.61 0 0.78 0 0.17 0 0.25 0 0.16 0 0.68 0 0.69 0 0 0.31 0.04 0 0.05 0 0.66 0 0.52 0 0.21 0 0.05 0 0.49 0 0.15 0 0.46 0 0.5 0 0.47 0 0.13 0
54 0.84 0 0 0.65 0.42 0 0.11 0 0.62 0 0.71 0 0.07 0 0.68 0 0.49 0 0.61 0 0.85 0 0 0.3 0.76 0 0.85 0 0.31 0 0 0.82 0 0.45 0 0.11 0 0.99 0 0.55 0 0.68 0 0.9 0 0.03 0 0.38 0 0 0.21 0.21 0 0.44 0 0.69 0 0.15 0 0.83 0 0.11 0 0 0.09 0.55 0 0.29 0 0.33 0 0.57 0 0.78 0
55 0.98 0 0 0.92 0.97 0 0.8 0 0.97 0 0.43 0 0.75 0 0 0.25 0.86 0 0.57 0 0.39 0 0 0.47 0.34 0 0.24 0 0.78 0 0 0.74 0 0.14 0 0.68 0 0.86 0 0.03 0 0.51 0 0.56 0 0.96 0 0.43 0 0 0.76 0.23 0 0.99 0 0.55 0 0.18 0 0.43 0 0.78 0 0.06 0 0.34 0 0.97 0 0.99 0 0.77 0 0.82 0
56 0.75 0 0 0.69 0.81 0 0.4 0 0.8 0 0.32 0 0.69 0 0.75 0 0.93 0 0.95 0 0.31 0 0 0.54 0.41 0 1.0 0 0.37 0 0 0 0.95 0.82 0 0.3 0 0.07 0 0.65 0 0.9 0 0.4 0 0.16 0 0.42 0 0.54 0 0.6 0 0.51 0 0.6 0 0.55 0 0.13 0 0.91 0 0.8 0 0.85 0 0.06 0 0.47 0 0 0.26 0.23 0
57 0.44 0 0 0.56 0.28 0 0.37 0 0.43 0 0.04 0 0.06 0 0.04 0 0.77 0 0.27 0 0.53 0 0 0.08 0.15 0 0.42 0 0.84 0 0 0.17 0 0.37 0 0.18 0 0.27 0 0.46 0 0.7 0 0.75 0 0.74 0 0.31 0 0 0.45 0.61 0 0.85 0 0.94 0 0.7 0 0.18 0 0.28 0 0.23 0 0.49 0 0.25 0 0.32 0 0 0.91 0.43 0
58 0.78 0 0 0.99 0.59 0 0.43 0 0.56 0 0.65 0 0.38 0 0.45 0 0.18 0 0.96 0 0.63 0 0 0.73 0.54 0 0.01 0 0.15 0 0 0 0.81 0.21 0 0.43 0 0.93 0 0.36 0 0.65 0 0.9 0 0.47 0 0.59 0 0 0.13 0.66 0 0.44 0 0.87 0 0.4 0 0.39 0 0.91 0 0.97 0 0.76 0 0.9 0 0.52 0 0 0.73 0.13 0
59 0.64 0 0.12 0 0.14 0 0.97 0 0.93 0 0.66 0 0.26 0 0.11 0 0.34 0 0.32 0 0.54 0 0.11 0 0.69 0 0.08 0 0.68 0 0.09 0 0 0.53 0 0.89 0 0 0.01 0.82 0 0.39 0 0.57 0 0.47 0 0.93 0 0.88 0 0.41 0 0.83 0 0.77 0 0.9 0 0.56 0 0.32 0 0.51 0 0.16 0 0.59 0 0.25 0 0.98 0 0.83 0
60 0.81 0 0.13 0 0.69 0 0.58 0 0.43 0 0.23 0 0.76 0 0.61 0 0.56 0 0.64 0 0.8 0 0.18 0 0.96 0 0.7 0 0.19 0 0.1 0 0 0.65 0 0.37 0 0 0.87 0.62 0 0.26 0 0.42 0 0.65 0 0.98 0 0.94 0 0.46 0 0.05 0 0.76 0 0.67 0 0.7 0 0.78 0 0.91 0 0.55 0 0.14 0 0 0.75 0.35 0 0.87 0
